novel_name,author,novelurl,serialstatus,serialnumber,category,collects,reviews
大自在逍遥天子, 我看青山,http://www.x23us.com/book/68374, 连载中, 661842字,武侠修真,43,832
破庙有神仙, 雪满林中,http://www.x23us.com/book/63877, 连载中, 3703992字,武侠修真,1790,462136
苍穹仙主, 依旧的迷茫,http://www.x23us.com/book/64201, 连载中, 2533371字,武侠修真,177,34550
双天行, 阿风八千,http://www.x23us.com/book/66332, 连载中, 1872326字,武侠修真,51,13461
长生处处开宝箱, 柴余,http://www.x23us.com/book/67576, 连载中, 1541674字,武侠修真,252,19492
僵尸爱打劫, 拼命的牛,http://www.x23us.com/book/68334, 连载中, 262519字,武侠修真,11,349
重生在神话世界, 纸生云烟,http://www.x23us.com/book/63179, 连载中, 3124559字,武侠修真,2017,284947
盛唐风华, 天使奥斯卡,http://www.x23us.com/book/68402, 连载中, 480349字,都市言情,0,1
全知全能者, 李仲道,http://www.x23us.com/book/66536, 连载中, 795732字,都市言情,464,135893
直播之我们要逆袭, 修身,http://www.x23us.com/book/68404, 连载中, 187167字,都市言情,0,0
最佳影星, 白色十三号,http://www.x23us.com/book/68102, 连载中, 888508字,都市言情,66,936
我家农场有条龙, 西方蜘蛛,http://www.x23us.com/book/54835, 连载中, 5911487字,都市言情,4717,409458
绝品护花兵王, 万古遗民,http://www.x23us.com/book/65725, 连载中, 4335226字,都市言情,249,21641
重生东瀛之幸福人生, 看啥都开心,http://www.x23us.com/book/68412, 连载中, 32482字,都市言情,0,0
灵兽电脑异界录, 仙神天下柚,http://www.x23us.com/book/57652, 连载中, 1373853字,都市言情,154,30483
英雄联盟之决胜巅峰, 机器人布里茨,http://www.x23us.com/book/63716, 连载中, 5506363字,都市言情,914,406524
重生九二之商业大亨, 落梅河,http://www.x23us.com/book/55614, 连载中, 6237113字,都市言情,1604,253379
尊上, 九哼,http://www.x23us.com/book/64081, 连载中, 3636945字,都市言情,1107,324711
美食探险队, 小墨年糕,http://www.x23us.com/book/68242, 连载中, 507940字,都市言情,11,372
终极盆栽, 一起数月亮,http://www.x23us.com/book/68196, 连载中, 609705字,都市言情,28,392
极品最强大少, 平凡心,http://www.x23us.com/book/66330, 连载中, 8248834字,都市言情,412,37074
美利坚仓储淘宝王, 炉中火暖你我,http://www.x23us.com/book/65457, 连载中, 2193752字,都市言情,1619,151577
锋神传奇, 飞翔的田园犬,http://www.x23us.com/book/64777, 连载中, 3107252字,都市言情,210,29946
重生于末世, 心想事成3,http://www.x23us.com/book/60330, 连载中, 4725369字,都市言情,359,87287
神奇牧场, 若忘书,http://www.x23us.com/book/68071, 连载中, 363902字,都市言情,170,863
网游之星剑传奇, 星辰旅者,http://www.x23us.com/book/53850, 连载中, 5256178字,都市言情,397,130428
惑乱红楼, 允人,http://www.x23us.com/book/68039, 连载中, 1255875字,历史军事,77,1037
豺狼佳人, 最爱睡觉,http://www.x23us.com/book/67052, 连载中, 1873445字,历史军事,35,3183
1937全球速递, 畅总助理,http://www.x23us.com/book/67379, 连载中, 924853字,历史军事,210,30341
世城, 梦归昨人,http://www.x23us.com/book/48725, 连载中, 1755365字,历史军事,5,58228
末世之魔卡时代, 火竹皓月,http://www.x23us.com/book/48493, 连载中, 6976833字,历史军事,1107,195290
网游之天生红名, 罗白,http://www.x23us.com/book/27541, 已完成, 728627字,侦探推理,5,24434
英雄联盟闯异界, 像猫的狮子,http://www.x23us.com/book/31461, 连载中, 1640170字,侦探推理,339,380745
英雄监狱, 黄华溢,http://www.x23us.com/book/28385, 连载中, 4555607字,侦探推理,2290,711677
惊悚乐园, 三天两觉,http://www.x23us.com/book/27414, 连载中, 5593556字,侦探推理,4462,1388463
天国的水晶宫, 流血的星辰a,http://www.x23us.com/book/27700, 连载中, 6003011字,侦探推理,1369,440020
鬼喘气, 邪灵一把刀,http://www.x23us.com/book/61691, 连载中, 2382194字,侦探推理,17,3541
古庙禁地, 湘西鬼王,http://www.x23us.com/book/59317, 连载中, 1891842字,侦探推理,29,3499
谨言, 来自远方,http://www.x23us.com/book/60854, 连载中, 1350448字,侦探推理,9,32955
辟天狂神, 慕容兰烟,http://www.x23us.com/book/59161, 连载中, 3470509字,侦探推理,64,12011
黄金王座, 赤北,http://www.x23us.com/book/26496, 已完成, 2994789字,侦探推理,53,623167
元娘, 安瑾萱,http://www.x23us.com/book/60802, 已完成, 1281993字,侦探推理,18,8436
族长压力大, 雁九,http://www.x23us.com/book/68109, 连载中, 518139字,历史军事,38,705
三国之无赖兵王, 讳岩,http://www.x23us.com/book/67408, 连载中, 2952921字,历史军事,494,63276
建设盛唐, 比萨饼,http://www.x23us.com/book/65449, 连载中, 2672254字,历史军事,513,27775
明末工程师, 米酿,http://www.x23us.com/book/66741, 连载中, 2537066字,历史军事,1441,384744
乱世扬明, 小雨非非,http://www.x23us.com/book/67179, 连载中, 2023047字,历史军事,211,14775
带着仓库到大明, 迪巴拉爵士,http://www.x23us.com/book/67069, 连载中, 3263219字,历史军事,1789,415265
权臣风流, 梁可凡,http://www.x23us.com/book/66928, 连载中, 1878077字,历史军事,294,24221
三国之群雄召唤, 龙城狼骑,http://www.x23us.com/book/63607, 连载中, 1222501字,历史军事,349,32277
大宋的最强纨绔子弟, 灰头小宝2,http://www.x23us.com/book/65728, 连载中, 3289041字,历史军事,1006,162140
大唐贞观第一纨绔, 危险的世界,http://www.x23us.com/book/68007, 连载中, 2029831字,历史军事,438,3197
抗战之第十班, 拉风狂人扫天,http://www.x23us.com/book/66793, 连载中, 2816606字,历史军事,1037,78041
大国医, 美味罗宋汤,http://www.x23us.com/book/63630, 连载中, 1146312字,历史军事,440,81142
盛唐不遗憾, 朕御山河,http://www.x23us.com/book/64350, 连载中, 2471275字,历史军事,292,27893
唐朝好地主, 木子蓝色,http://www.x23us.com/book/65055, 连载中, 5270083字,历史军事,3989,1084662
超凡兵王, 8难,http://www.x23us.com/book/66744, 连载中, 2804904字,历史军事,316,89629
天道天骄, 拈花一叶,http://www.x23us.com/book/41965, 连载中, 8962060字,历史军事,807,372771
雷武, 中下马笃,http://www.x23us.com/book/41315, 连载中, 13020089字,历史军事,2676,1082152
抗战烽火之护国系统, 你跑它就追,http://www.x23us.com/book/68405, 连载中, 377666字,历史军事,0,0
凡世歌, 小妖方狄,http://www.x23us.com/book/64247, 连载中, 2285233字,武侠修真,84,18506
一世富贵, 安化军,http://www.x23us.com/book/60766, 连载中, 3714475字,历史军事,886,210016
贼军, 解甲归田,http://www.x23us.com/book/68407, 连载中, 269461字,历史军事,0,2
我有皇帝分身, 四海真龙,http://www.x23us.com/book/63654, 连载中, 4194009字,历史军事,1271,79423
抗日之川军血歌, 秋刀鱼的汁味,http://www.x23us.com/book/67329, 连载中, 4144588字,历史军事,589,43500
明末之虎, 遥远之矢,http://www.x23us.com/book/66398, 连载中, 2328681字,历史军事,402,35589
梦入红楼, 桃李不谙春风,http://www.x23us.com/book/67619, 连载中, 730638字,历史军事,111,5291
津川家的野望, 吉良上总介,http://www.x23us.com/book/67176, 连载中, 1647590字,历史军事,148,19971
帝国霸主, 龙灵骑士,http://www.x23us.com/book/67172, 连载中, 2047163字,历史军事,351,141143
极品帝王, 兵魂,http://www.x23us.com/book/58468, 连载中, 4792824字,历史军事,579,102762
大明文魁, 幸福来敲门,http://www.x23us.com/book/56974, 连载中, 2254746字,历史军事,2721,397605
大唐将军烈, 最后的烟屁股,http://www.x23us.com/book/58734, 连载中, 4174549字,历史军事,1098,85123
晋枭, 萧无逸,http://www.x23us.com/book/68430, 连载中, 119327字,历史军事,1,16
革宋, 绯红之月,http://www.x23us.com/book/68081, 连载中, 612018字,历史军事,32,511
穿越1630之崛起南美, 孤独麦客,http://www.x23us.com/book/44778, 连载中, 6526694字,历史军事,1540,544183
大明最后一个太子, 几字微言,http://www.x23us.com/book/57283, 连载中, 3626624字,历史军事,986,95514
最强炊事兵, 菠菜面筋,http://www.x23us.com/book/67004, 连载中, 1940235字,历史军事,596,177081
大汉龙骑, 皇叔刘司马,http://www.x23us.com/book/54167, 连载中, 4999659字,历史军事,699,109986
宗明天下, 七帅,http://www.x23us.com/book/67312, 连载中, 1960281字,历史军事,184,37641
三国之召唤水浒, 超级罗非鱼,http://www.x23us.com/book/67133, 连载中, 1653472字,历史军事,286,43605
劫天运, 浮梦流年,http://www.x23us.com/book/58089, 已完成, 8251469字,侦探推理,1378,49252
梦幻之双重系统, 暴走兔,http://www.x23us.com/book/27919, 连载中, 248357字,侦探推理,20,82645
巨龙王座, 焰闪,http://www.x23us.com/book/28653, 连载中, 5305915字,侦探推理,237,222490
三国之占山为王, 黄巾渠帅,http://www.x23us.com/book/31795, 已完成, 689378字,侦探推理,51,19048
隐婚市长, 明月儿,http://www.x23us.com/book/62991, 连载中, 658366字,侦探推理,6,10138
魔兽战神, 龙人,http://www.x23us.com/book/64482, 连载中, 6581078字,侦探推理,167,37927
末世之位面战场, 蚂蚁巡守,http://www.x23us.com/book/26606, 连载中, 401983字,侦探推理,9,32066
元始系统, 元始系统,http://www.x23us.com/book/28205, 连载中, 600568字,侦探推理,35,50702
赤炎, 开心妖王,http://www.x23us.com/book/61767, 连载中, 1124664字,侦探推理,2,4640
炮王, 管杀不管填,http://www.x23us.com/book/60774, 连载中, 1492490字,侦探推理,17,4256
网游之九重天, 鹰霖莲,http://www.x23us.com/book/28896, 连载中, 754395字,侦探推理,4,8233
极灵混沌决, 若雨随风,http://www.x23us.com/book/59159, 连载中, 4696464字,侦探推理,1365,179437
求魔灭神, 打死都要钱,http://www.x23us.com/book/60800, 连载中, 3055308字,侦探推理,12,6327
重生盘古, 仙尘蝶变,http://www.x23us.com/book/62406, 已完成, 328880字,侦探推理,100,6494
腹黑警官嫁不得, 如果这样,http://www.x23us.com/book/63803, 连载中, 889352字,侦探推理,6,5383
远南, 野法师,http://www.x23us.com/book/25879, 连载中, 706989字,侦探推理,8,43232
蛇女, 璇墨,http://www.x23us.com/book/56350, 连载中, 2786004字,侦探推理,261,35456
偷爱, 龙有悔,http://www.x23us.com/book/61535, 连载中, 969922字,侦探推理,1165,39058
末世黑暗纪, 伟岸蟑螂,http://www.x23us.com/book/26678, 连载中, 5808051字,侦探推理,1241,900477
超级兵王之官路风流, 码字小神,http://www.x23us.com/book/61457, 连载中, 2003000字,侦探推理,35,5909
掌控无限, 猫咪的俘虏,http://www.x23us.com/book/27566, 连载中, 1043262字,侦探推理,30,88008
原住民, 昔川,http://www.x23us.com/book/31388, 连载中, 738858字,侦探推理,2,14231
阴阳代理人, 暗丶修兰,http://www.x23us.com/book/56286, 已完成, 12441967字,侦探推理,1608,66678
武侠世界大冒险, 五方行尽,http://www.x23us.com/book/26682, 连载中, 2849810字,侦探推理,2538,773022
网游之坑人作弊器, 玩火的腐竹,http://www.x23us.com/book/27398, 连载中, 513048字,侦探推理,13,25306
永不下线, 思马,http://www.x23us.com/book/27148, 连载中, 859180字,侦探推理,31,143650
英雄联盟之职业人生, 绿枫叶,http://www.x23us.com/book/28319, 已完成, 5137526字,侦探推理,531,522160
身后有鬼, 根号,http://www.x23us.com/book/58582, 已完成, 1092764字,侦探推理,6,2653
末世星辰, 太戈,http://www.x23us.com/book/27362, 连载中, 2895277字,侦探推理,279,158169
为妻不贤, 素衣渡江,http://www.x23us.com/book/61549, 已完成, 689826字,侦探推理,8,3178
魔物娘手册, 星熊勇仪,http://www.x23us.com/book/28418, 已完成, 1804547字,侦探推理,135,159458
美职篮之王, 有篮子,http://www.x23us.com/book/29050, 连载中, 1378510字,侦探推理,78,467106
龙基谷, 不叼烟的寂寞,http://www.x23us.com/book/26269, 连载中, 435891字,侦探推理,6,16497
灵棺夜行, 看门狗,http://www.x23us.com/book/58117, 连载中, 1350264字,侦探推理,22,6440
潘驴邓小闲, 潘小贤,http://www.x23us.com/book/62455, 连载中, 3227884字,侦探推理,35,3700
我的天网老婆, 不笑生,http://www.x23us.com/book/27465, 连载中, 3710047字,侦探推理,31,270808
网游之爱妹无敌, 黑乎乎的老妖,http://www.x23us.com/book/26127, 连载中, 360936字,侦探推理,16,39483
元素之王, 青涩苍穹,http://www.x23us.com/book/68093, 连载中, 711985字,网游动漫,35,1784
重生之暗夜崛起, 家里第三胖,http://www.x23us.com/book/68326, 连载中, 1265392字,网游动漫,29,1007
异界大老板, 七言诗曰,http://www.x23us.com/book/68329, 连载中, 417026字,网游动漫,16,451
绿洲中的领主, 济府老赵,http://www.x23us.com/book/68058, 连载中, 873287字,网游动漫,142,2692
逍遥梦路, 文抄公,http://www.x23us.com/book/68235, 连载中, 432519字,网游动漫,21,670
英雄联盟：领袖之勋, 爱开大差,http://www.x23us.com/book/67656, 连载中, 781283字,网游动漫,67,11896
舰娘之蔚蓝舰姬, 紫色之翼,http://www.x23us.com/book/67442, 连载中, 1410450字,网游动漫,225,37386
三国神话世界, 永牧,http://www.x23us.com/book/68327, 连载中, 614750字,网游动漫,68,1184
不朽道果, 无量摩诃,http://www.x23us.com/book/67557, 连载中, 2056272字,网游动漫,478,60420
上古卷轴之天际至高王, 简竹间,http://www.x23us.com/book/67260, 连载中, 1669923字,网游动漫,239,20391
网游之绝学, 依郁,http://www.x23us.com/book/58486, 连载中, 2196559字,网游动漫,1728,108479
网游之进化战场, 何家小兵兵,http://www.x23us.com/book/68397, 连载中, 1076008字,网游动漫,69,1184
重生之领主时代, 白日会做梦,http://www.x23us.com/book/68365, 连载中, 369992字,网游动漫,59,975
众神棋盘, 英雄路远掌声近,http://www.x23us.com/book/68361, 连载中, 305661字,网游动漫,17,679
领主之兵伐天下, 神天衣,http://www.x23us.com/book/68000, 连载中, 1356691字,网游动漫,221,6725
无限瓦罗兰, flyyy,http://www.x23us.com/book/67644, 连载中, 1329371字,网游动漫,109,12639
超级全能控卫, 一江寒月,http://www.x23us.com/book/54533, 连载中, 3767287字,网游动漫,1934,222017
仙武世界大反派, 血月客,http://www.x23us.com/book/57378, 连载中, 4443584字,科幻小说,1437,206146
阴阳鬼医, 沙中灰,http://www.x23us.com/book/53497, 连载中, 8443900字,科幻小说,1430,296999
诸天问道系统, 笔下华章,http://www.x23us.com/book/68408, 连载中, 147569字,科幻小说,1,7
东方次元入侵, 深不可侧,http://www.x23us.com/book/68409, 连载中, 8552字,科幻小说,0,0
镇墓兽, 蔡骏,http://www.x23us.com/book/68156, 连载中, 313124字,科幻小说,25,531
科技制霸, 深海碧玺,http://www.x23us.com/book/68341, 连载中, 293915字,科幻小说,62,508
最强位面路人, 北火,http://www.x23us.com/book/67525, 连载中, 1487376字,科幻小说,655,39759
末世无限夺舍, 白菜老妖,http://www.x23us.com/book/64344, 连载中, 3265152字,科幻小说,1068,91562
电影世界之旅, 一点几米,http://www.x23us.com/book/68257, 连载中, 401811字,科幻小说,16,362
无限猫娘, 中华田园猫,http://www.x23us.com/book/67685, 连载中, 1124339字,科幻小说,65,5330
超级漫威副本, 冷冻水饺,http://www.x23us.com/book/57529, 连载中, 4970556字,科幻小说,791,41994
虚实进化, 百炼成殇,http://www.x23us.com/book/57838, 连载中, 5179260字,科幻小说,2219,139780
地球主神计划, 少爷张,http://www.x23us.com/book/68378, 连载中, 359605字,科幻小说,56,565
小霸王游戏穿梭机, 避世刀皇,http://www.x23us.com/book/68155, 连载中, 528472字,科幻小说,53,525
血诡世界, 飘风虎牙,http://www.x23us.com/book/64354, 连载中, 1777209字,科幻小说,171,32269
最终猎杀, 大飞艇,http://www.x23us.com/book/68094, 连载中, 433363字,科幻小说,41,830
魔法种族大穿越, 残酷厕纸天使,http://www.x23us.com/book/66954, 连载中, 2062516字,科幻小说,812,319808
神国永恒, 风邻晩,http://www.x23us.com/book/59109, 连载中, 2401826字,科幻小说,684,85209
血猎纵横, 失墨影,http://www.x23us.com/book/59592, 连载中, 2224354字,科幻小说,141,10132
御鬼者传奇, 沙之愚者,http://www.x23us.com/book/62769, 连载中, 9980487字,恐怖灵异,565,88884
锦绣大明, 路人家,http://www.x23us.com/book/64946, 连载中, 3680964字,恐怖灵异,214,35999
慕南枝, 吱吱,http://www.x23us.com/book/64890, 连载中, 2897645字,恐怖灵异,196,303611
至尊剑皇, 半步沧桑,http://www.x23us.com/book/64886, 连载中, 4346980字,恐怖灵异,1147,534661
诡神冢, 焚天孔雀,http://www.x23us.com/book/62918, 连载中, 2056454字,恐怖灵异,184,90382
尸凶, 灰小猪,http://www.x23us.com/book/65699, 连载中, 4256413字,恐怖灵异,226,65646
我忽悠着圣光, 我忽悠着圣光,http://www.x23us.com/book/65368, 连载中, 1570472字,恐怖灵异,316,95484
极品捉鬼师, 龙阳泣鱼,http://www.x23us.com/book/67086, 连载中, 3753169字,恐怖灵异,134,16510
恶灵国度, 弹指一笑间0,http://www.x23us.com/book/56790, 连载中, 4047392字,恐怖灵异,440,159320
鬼村扎纸人, 轻尘一笑,http://www.x23us.com/book/66941, 连载中, 2927527字,恐怖灵异,157,28528
万法梵医, 相思洗红豆,http://www.x23us.com/book/65529, 连载中, 2771101字,恐怖灵异,466,181622
武道之无尽轮回, 冬日之阳,http://www.x23us.com/book/65455, 连载中, 1860006字,恐怖灵异,770,165174
天才邪少, 陌上猪猪,http://www.x23us.com/book/64865, 连载中, 5822312字,恐怖灵异,218,16431
火影世界的幻术大宗师, 歌尔,http://www.x23us.com/book/65186, 连载中, 984045字,恐怖灵异,328,38974
最强武者, 西襄子,http://www.x23us.com/book/65435, 连载中, 1200221字,恐怖灵异,204,27880
复活之战斗在第三帝国, 锋锐,http://www.x23us.com/book/28891, 连载中, 4353111字,恐怖灵异,1582,128285
阴阳食谱, 蟋与蝉,http://www.x23us.com/book/66185, 连载中, 1783337字,恐怖灵异,86,38720
燃钢之魂, 阴天神隐,http://www.x23us.com/book/65065, 连载中, 1934846字,恐怖灵异,471,225051
超级角色球员, 易文三不知,http://www.x23us.com/book/65451, 连载中, 1837674字,恐怖灵异,599,153129
梦回隋唐之我是李建成, 清雅四少,http://www.x23us.com/book/65367, 连载中, 2541704字,恐怖灵异,238,15642
军火之王, 观星梦青冥,http://www.x23us.com/book/64932, 连载中, 2917594字,恐怖灵异,349,15173
天魂武帝, 漫长的一夜,http://www.x23us.com/book/65268, 连载中, 2387553字,恐怖灵异,99,14527
乱清, 青玉狮子,http://www.x23us.com/book/47991, 连载中, 5062776字,恐怖灵异,2269,483208
茅山之阴阳鬼医, 鬼哭老朽,http://www.x23us.com/book/66281, 连载中, 3155091字,恐怖灵异,122,43549
星空下的舰娘, 言溪若尘,http://www.x23us.com/book/64939, 连载中, 2668942字,恐怖灵异,350,40771
种地的武神, 与天论道,http://www.x23us.com/book/65192, 连载中, 2749416字,恐怖灵异,108,12862
网游之至尊神猎, 扑通的一声,http://www.x23us.com/book/64938, 连载中, 1588988字,恐怖灵异,428,38150
天策诡途, 海鸣威,http://www.x23us.com/book/57625, 连载中, 3726482字,恐怖灵异,109,59983
三国领主时代, 懒猫不瘦,http://www.x23us.com/book/65601, 连载中, 2042671字,恐怖灵异,378,52738
无限之勇敢者游戏, 无声的言者,http://www.x23us.com/book/27058, 已完成, 2454737字,散文诗词,38,146328
重生再不当小三儿, 禹希,http://www.x23us.com/book/62113, 连载中, 257494字,散文诗词,5,4475
美女圣约书, 青菜扮豆腐,http://www.x23us.com/book/25898, 连载中, 10278658字,散文诗词,1031,136227
我跟你的世界, 拉克丝最爱的奇,http://www.x23us.com/book/30707, 连载中, 2755823字,散文诗词,67,30015
重生之借种, 五行八卦,http://www.x23us.com/book/61976, 已完成, 512765字,散文诗词,36,7855
无限道武者路, 饥饿2006,http://www.x23us.com/book/764, 连载中, 4574064字,散文诗词,1997,306495
进化的四十六亿重奏, 相位行者,http://www.x23us.com/book/28420, 连载中, 9005179字,散文诗词,2113,564014
重生之锦好, 一粟红尘,http://www.x23us.com/book/61845, 已完成, 1985485字,散文诗词,19,6285
重生之毒妃, 梅果,http://www.x23us.com/book/61360, 已完成, 4299446字,散文诗词,35,15490
天贵逃妃之腹黑两宝, 肥妈向善,http://www.x23us.com/book/62211, 已完成, 894342字,散文诗词,21,7212
游戏王KM2, askshow,http://www.x23us.com/book/22433, 连载中, 2193609字,散文诗词,6,14291
九歌, 玉疏竹,http://www.x23us.com/book/56924, 连载中, 173954字,散文诗词,2,4986
恋上校草的吻, 扬扬,http://www.x23us.com/book/61773, 连载中, 4061076字,散文诗词,1,9494
皇家儿媳妇, 薄慕颜,http://www.x23us.com/book/61044, 连载中, 1269050字,散文诗词,2,4417
天灾, 半醉游子,http://www.x23us.com/book/27422, 已完成, 3570778字,散文诗词,389,180459
娶个皇后不争宠, 梵缺,http://www.x23us.com/book/61162, 已完成, 1235881字,散文诗词,15,4085
清纯僵尸小妹, 滴血,http://www.x23us.com/book/48855, 连载中, 399877字,散文诗词,13,30373
重生之女配逆袭, 九尾紫狐狸,http://www.x23us.com/book/62027, 已完成, 576717字,散文诗词,29,14899
绮户流年, 春温一笑,http://www.x23us.com/book/61948, 已完成, 639013字,散文诗词,7,5921
庶妻, 悦动心弦,http://www.x23us.com/book/59197, 已完成, 455306字,散文诗词,10,4461
我的身体有怪兽, 醉萧瑟,http://www.x23us.com/book/25713, 连载中, 1004249字,散文诗词,32,113858
收继婚, 舍念念,http://www.x23us.com/book/59334, 连载中, 473674字,散文诗词,2,2859
召唤萌战记, 莉安娜蒂法,http://www.x23us.com/book/26486, 连载中, 2743895字,散文诗词,389,264283
盛宠狂妃, 方圆,http://www.x23us.com/book/62367, 连载中, 446377字,散文诗词,5,5071
某异界的神奇宝贝大师, 修的宅愿,http://www.x23us.com/book/31091, 连载中, 3408273字,散文诗词,156,98557
盘龙之圆满超脱, 无幽无褛,http://www.x23us.com/book/68121, 连载中, 427916字,其他类型,47,1025
奥多姆之涅槃, 逝去夕阳西下,http://www.x23us.com/book/66598, 连载中, 2907570字,其他类型,135,16085
女总裁的贴身兵王, 黑夜不寂寞,http://www.x23us.com/book/67724, 连载中, 10259511字,其他类型,11,2471
我的女仆是恶魔, 空明音,http://www.x23us.com/book/67192, 连载中, 2355008字,其他类型,140,13820
娱乐掌控者, 威武武威,http://www.x23us.com/book/67061, 连载中, 2132139字,其他类型,223,80482
负债恶魔追债天使, 杯具泡茬,http://www.x23us.com/book/68393, 连载中, 192900字,其他类型,5,177
英雄联盟：上帝之手, 三千勿忘尽,http://www.x23us.com/book/65861, 连载中, 1650954字,其他类型,259,114458
娱乐玩童, 金色火烧云,http://www.x23us.com/book/66695, 连载中, 2782372字,其他类型,406,147015
为美好的异世献上科学, 卢碧,http://www.x23us.com/book/68153, 连载中, 673170字,其他类型,43,377
海贼同盟, 红叶知玄,http://www.x23us.com/book/68418, 连载中, 337014字,其他类型,0,26
精灵世纪：GO, 苏庸,http://www.x23us.com/book/67370, 连载中, 2391867字,其他类型,211,88120
漫威世界掌控者, 女衣,http://www.x23us.com/book/68372, 连载中, 396248字,其他类型,50,418
超级医生在都市, 浪荡邪少,http://www.x23us.com/book/65977, 连载中, 3542402字,其他类型,466,56659
NBA万界商城, 远古莱德,http://www.x23us.com/book/68332, 连载中, 647788字,其他类型,33,644
逆向恋爱游戏, 田中秋,http://www.x23us.com/book/68145, 连载中, 477486字,其他类型,43,883
超级小前锋, 超级麦克风,http://www.x23us.com/book/67169, 连载中, 1830144字,其他类型,132,22637
重活之逍遥大明星, 宇莫殇,http://www.x23us.com/book/67346, 连载中, 1552662字,其他类型,402,43379
海贼：厌世之歌, 农夫一拳,http://www.x23us.com/book/68433, 连载中, 526005字,其他类型,7,66
球场凯撒, 走三,http://www.x23us.com/book/68201, 连载中, 633530字,其他类型,10,457
我可能救了个假世界, 七星少将,http://www.x23us.com/book/68287, 连载中, 294512字,其他类型,11,468
一代战将, 玗石页,http://www.x23us.com/book/64089, 连载中, 2495318字,历史军事,865,48852
寒门状元, 天子,http://www.x23us.com/book/58910, 连载中, 5851186字,历史军事,6189,797784
懒散初唐, 北冥老鱼,http://www.x23us.com/book/64400, 连载中, 2671857字,历史军事,2972,525163
抗日之特战兵王, 寂寞剑客,http://www.x23us.com/book/57887, 连载中, 7057311字,历史军事,1147,89576
战国修罗传, 御宅烟魔,http://www.x23us.com/book/63255, 连载中, 3199543字,历史军事,288,45211
全能文艺兵, 上允,http://www.x23us.com/book/68435, 连载中, 13169字,历史军事,0,0
宋道, 隔壁老黄哥,http://www.x23us.com/book/60640, 连载中, 2522660字,历史军事,218,23427
原始人都惊呆了, 千书过,http://www.x23us.com/book/67425, 连载中, 2099164字,历史军事,285,54078
铁血女兵, 暮色月语,http://www.x23us.com/book/67436, 连载中, 4212738字,历史军事,68,4340
战斗在甲午年, 西瓜是水果,http://www.x23us.com/book/68232, 连载中, 1549347字,历史军事,16,168
异界最强战斗法师, 木木狂歌,http://www.x23us.com/book/28447, 已完成, 4435854字,侦探推理,361,320477
毒宠佣兵王妃, 猫小猫,http://www.x23us.com/book/62389, 已完成, 3253237字,侦探推理,266,57563
阴阳师秘录, 北国之鸟,http://www.x23us.com/book/58150, 已完成, 1632876字,侦探推理,93,11516
阴间到底是什么, 奔放的程序员,http://www.x23us.com/book/56709, 已完成, 1449365字,侦探推理,47,9096
人皮面具, 王三一,http://www.x23us.com/book/62106, 已完成, 542688字,侦探推理,11,5168
热血传奇生涯, 夜晚很黑,http://www.x23us.com/book/26869, 连载中, 602997字,侦探推理,28,17651
九武神尊, 九棵松,http://www.x23us.com/book/62448, 连载中, 2472301字,侦探推理,13,6341
逆武星辰, 承诺过的伤,http://www.x23us.com/book/60803, 已完成, 1240522字,侦探推理,92,6478
伊伯尔战记, Panda酒仙,http://www.x23us.com/book/34005, 连载中, 874594字,侦探推理,17,13981
院长驾到, 蝙蝠饭团,http://www.x23us.com/book/26511, 连载中, 3626078字,侦探推理,1015,857672
网游之厄运先生, 二亩田,http://www.x23us.com/book/28250, 已完成, 8887477字,侦探推理,140,186129
无限逃亡, 南风蔚然,http://www.x23us.com/book/26930, 连载中, 1017010字,侦探推理,24,83462
梦幻西游大主播, 懵比的小提莫,http://www.x23us.com/book/68363, 连载中, 265017字,网游动漫,33,653
网游之双修战僧, 堆砌的小方块,http://www.x23us.com/book/67420, 连载中, 1313749字,网游动漫,218,14729
网游三国之无双, 悟三生,http://www.x23us.com/book/68362, 连载中, 891030字,网游动漫,42,536
爆裂法师, 梅子味鸡排,http://www.x23us.com/book/68091, 连载中, 284091字,网游动漫,16,912
网游之神级土豪, 极目天狗,http://www.x23us.com/book/68029, 连载中, 709511字,网游动漫,273,4390
重装漂流岛, 无语的星辰,http://www.x23us.com/book/68142, 连载中, 920643字,网游动漫,57,1651
全民策划之幕后黑手, 衍天轮,http://www.x23us.com/book/67696, 连载中, 856426字,网游动漫,97,10950
乱舞刀塔, 虎纹珑虾,http://www.x23us.com/book/67369, 连载中, 1474976字,网游动漫,66,12408
网游之睥睨上古, 天鸠,http://www.x23us.com/book/58518, 连载中, 3737871字,网游动漫,631,56436
绝世联盟, 醉酒仙侠,http://www.x23us.com/book/61013, 连载中, 2661977字,网游动漫,299,29255
网游三国之天下诸侯, 小巷布衣,http://www.x23us.com/book/68364, 连载中, 319135字,网游动漫,60,1018
世界最强输出, 自游自在,http://www.x23us.com/book/68396, 连载中, 286475字,网游动漫,75,1310
开局一个大天使, 正北方,http://www.x23us.com/book/68205, 连载中, 560421字,网游动漫,54,1075
众神棋盘, 英雄路远掌声近,http://www.x23us.com/book/68361, 连载中, 305661字,网游动漫,17,679
英雄联盟之我真是皮肤控, 佑佐佑右,http://www.x23us.com/book/67658, 连载中, 1456466字,网游动漫,131,10885
天才后卫, 幸福微光,http://www.x23us.com/book/63293, 连载中, 5243939字,网游动漫,443,26994
骑砍之马踏天下, 爱生活爱一刀,http://www.x23us.com/book/68141, 连载中, 461893字,网游动漫,78,1393
